[17:50:29] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[17:50:29] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[17:50:29] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[17:50:29] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[17:50:30] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[17:50:30] [main/INFO]: Reloading ResourceManager: Default
[17:50:31] [Worker-Main-5/INFO]: Loaded 7 recipes
[17:50:31] [Worker-Main-5/INFO]: Loaded 927 advancements
[17:50:33] [Server thread/INFO]: Starting minecraft server version 1.16.3
[17:50:33] [Server thread/INFO]: Loading properties
[17:50:33] [Server thread/INFO]: Default game type: SURVIVAL
[17:50:33] [Server thread/INFO]: Generating keypair
[17:50:34] [Server thread/INFO]: Starting Minecraft server on *:25565
[17:50:34] [Server thread/INFO]: Using default channel type
[17:50:42] [Server thread/INFO]: Preparing level "world"
[19:02:42] [Server thread/INFO]: Lunithh_ has made the advancement [Acquire Hardware]
[19:03:07] [Server thread/WARN]: Lunithh_ moved too quickly! -10.02732745507074,-1.0013359791121488,-0.8655703178409908
[19:03:07] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2660ms or 53 ticks behind
[19:04:02] [Server thread/INFO]: AlixTeBZ has made the advancement [A Terrible Fortress]
[19:06:49] [Server thread/INFO]: AlixTeBZ has made the advancement [Into Fire]
[19:06:55] [Server thread/INFO]: SlyZ_ fell from a high place
[19:07:02] [Server thread/INFO]: [SlyZ_: Teleported SlyZ_ to AlixTeBZ]
[19:07:02] [Server thread/INFO]: SlyZ_ has made the advancement [A Terrible Fortress]
[19:08:10] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2813ms or 56 ticks behind
[19:09:50] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2027ms or 40 ticks behind
[19:10:29] [Server thread/INFO]: Lunithh_ tried to swim in lava
[19:10:46] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-82, y=65, z=103}
[19:10:46] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-83, y=64, z=102}
[19:10:56] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-82, y=65, z=103}
[19:10:57] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-82, y=65, z=103}
[19:10:57] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-82, y=66, z=103}
[19:10:57] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-82, y=67, z=102}
[19:11:14] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-81, y=65, z=111}
[19:11:26] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-82, y=66, z=103}
[19:11:26] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-82, y=65, z=103}
[19:11:43] [Server thread/INFO]: AlixTeBZ was burnt to a crisp whilst fighting Blaze
[19:11:48] [Server thread/INFO]: AlixTeBZ lost connection: Disconnected
[19:11:48] [Server thread/INFO]: AlixTeBZ left the game
[19:12:00] [User Authenticator #4/INFO]: UUID of player AlixTeBZ is 44febb76-b98f-4c47-a90b-5488e37cf496
[19:12:00] [Server thread/INFO]: AlixTeBZ[/25.80.119.227:55706] logged in with entity id 23345 at (-35.5, 64.0, 2793.5)
[19:12:00] [Server thread/INFO]: AlixTeBZ joined the game
[19:12:10] [Server thread/INFO]: [AlixTeBZ: Teleported AlixTeBZ to SlyZ_]
[19:12:14] [Server thread/INFO]: SlyZ_ was burnt to a crisp whilst fighting Blaze
[19:12:14] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=-84, y=70, z=129} fx{x=-80, y=59, z=102}
[19:12:17] [Server thread/INFO]: Lunithh_ has made the advancement [Stone Age]
[19:12:20] [Server thread/INFO]: [SlyZ_: Teleported SlyZ_ to AlixTeBZ]
[19:12:33] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=-78, y=58, z=101} fx{x=-80, y=58, z=101}
[19:12:35] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=-78, y=58, z=101} fx{x=-80, y=59, z=102}
[19:13:02] [Server thread/INFO]: AlixTeBZ was burnt to a crisp whilst fighting Blaze
[19:13:05] [Server thread/INFO]: [AlixTeBZ: Teleported AlixTeBZ to SlyZ_]
[19:13:05] [Server thread/INFO]: Lunithh_ has made the advancement [Getting an Upgrade]
[19:13:15] [Server thread/WARN]: Lunithh_ moved too quickly! 7.931214108174956,-3.592493010342835,5.395034541833155
[19:13:15] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 3620ms or 72 ticks behind
[19:13:19] [Server thread/INFO]: SlyZ_ has made the advancement [Into Fire]
[19:13:30] [Server thread/INFO]: SlyZ_ withered away whilst fighting Wither Skeleton
[19:13:43] [Server thread/INFO]: [SlyZ_: Teleported SlyZ_ to AlixTeBZ]
[19:14:17] [Server thread/INFO]: [AlixTeBZ: Teleported SlyZ_ to Lunithh_]
[19:14:22] [Server thread/INFO]: [SlyZ_: Teleported SlyZ_ to AlixTeBZ]
[19:14:25] [Server thread/INFO]: [AlixTeBZ: Teleported AlixTeBZ to Lunithh_]
[19:14:31] [Server thread/INFO]: [SlyZ_: Teleported SlyZ_ to AlixTeBZ]
[19:14:53] [Server thread/INFO]: AlixTeBZ fell out of the world
[19:14:53] [Server thread/INFO]: [SlyZ_: Killed AlixTeBZ]
[19:15:02] [Server thread/INFO]: [SlyZ_: Teleported SlyZ_ to AlixTeBZ]
[19:15:02] [Server thread/WARN]: SlyZ_ moved too quickly! -7.800000011920929,-6.0,2578.956993528832
[19:15:08] [Server thread/INFO]: [SlyZ_: Teleported AlixTeBZ to Lunithh_]
[19:15:25] [Server thread/INFO]: [AlixTeBZ: Set the weather to clear]
[19:15:55] [Server thread/INFO]: [SlyZ_: Teleported SlyZ_ to AlixTeBZ]
[19:15:55] [Server thread/WARN]: SlyZ_ moved too quickly! 6.397339381347063,7.686687078744683,-2571.4224678716964
[19:15:55] [Server thread/WARN]: SlyZ_ moved too quickly! 6.397339381347063,7.686687078744683,-2571.4224678716964
[19:15:55] [Server thread/WARN]: SlyZ_ moved too quickly! 6.397339381347063,7.686687078744683,-2571.4224678716964
[19:16:45] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2024ms or 40 ticks behind
[19:17:01] [Server thread/INFO]: [AlixTeBZ: Teleported AlixTeBZ to Lunithh_]
[19:17:05] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 5239ms or 104 ticks behind
[19:17:09] [Server thread/INFO]: Lunithh_ was blown up by Creeper
[19:17:10] [Server thread/WARN]: Lunithh_ moved wrongly!
[19:18:27] [Server thread/WARN]: Lunithh_ moved too quickly! 1.4254721264382937,0.5061351021062208,-9.940783601835392
[19:18:27] [Server thread/WARN]: SlyZ_ moved too quickly! 7.565552715736601,0.04353562014750878,-7.030442441795401
[19:18:27] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 4335ms or 86 ticks behind
[19:18:35] [Server thread/INFO]: [AlixTeBZ: Teleported AlixTeBZ to SlyZ_]
[19:18:53] [Server thread/INFO]: [AlixTeBZ: Teleported AlixTeBZ to SlyZ_]
[19:19:41] [Server thread/INFO]: [SlyZ_: Teleported AlixTeBZ to SlyZ_]
[19:19:44] [Server thread/INFO]: AlixTeBZ tried to swim in lava to escape SlyZ_
[19:19:45] [Server thread/INFO]: [SlyZ_: Teleported AlixTeBZ to SlyZ_]
[19:19:47] [Server thread/INFO]: AlixTeBZ lost connection: Disconnected
[19:19:47] [Server thread/INFO]: AlixTeBZ left the game
[19:20:21] [Server thread/INFO]: [SlyZ_: Teleported Lunithh_ to SlyZ_]
[19:20:26] [Server thread/INFO]: Lunithh_ fell from a high place
[19:20:34] [Server thread/INFO]: [SlyZ_: Teleported SlyZ_ to Lunithh_]
[19:20:34] [Server thread/WARN]: SlyZ_ moved too quickly! -258.11109930031273,-61.97129388990645,-334.5146188722629
[19:20:34] [Server thread/WARN]: SlyZ_ moved too quickly! -258.11109930031273,-61.97129388990645,-334.5146188722629
[19:20:41] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=0, y=0, z=0} fx{x=-80, y=63, z=104}
[19:20:54] [Server thread/INFO]: Lunithh_ lost connection: Disconnected
[19:20:54] [Server thread/INFO]: Lunithh_ left the game
[19:20:58] [Server thread/INFO]: SlyZ_ lost connection: Disconnected
[19:20:58] [Server thread/INFO]: SlyZ_ left the game
[19:21:03] [Server thread/INFO]: Stopping the server
[19:21:03] [Server thread/INFO]: Stopping server
[19:21:03] [Server thread/INFO]: Saving players
[19:21:03] [Server thread/INFO]: Saving worlds
[19:21:03] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[19:21:07] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[19:21:07] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_nether
[19:21:07] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[19:21:07] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_end
[19:21:07] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[19:21:07] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[19:21:09] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[19:21:09] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
